Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP2708,37,Non-binary,Software Engineer,Education,27,Onsite,53,6,5,High,Burnout,Yes,Increase,3,Unsatisfied,1,Weekly,Average,South America
EMP2709,38,Prefer not to say,Data Scientist,Healthcare,27,Hybrid,37,11,3,High,Anxiety,Yes,Decrease,5,Unsatisfied,1,None,Poor,South America
EMP2710,42,Prefer not to say,Data Scientist,Manufacturing,29,Onsite,55,4,2,Low,Anxiety,No,Decrease,2,Satisfied,1,Weekly,Poor,Europe
EMP2711,58,Female,Project Manager,Healthcare,12,Remote,42,4,1,High,Burnout,No,Decrease,5,Neutral,4,Daily,Average,North America
EMP2712,27,Prefer not to say,Marketing,IT,33,Onsite,55,4,3,Medium,None,Yes,No Change,3,Unsatisfied,2,Weekly,Poor,Africa
EMP2713,53,Non-binary,Software Engineer,Manufacturing,24,Hybrid,42,13,5,Low,Burnout,Yes,No Change,5,Unsatisfied,4,None,Average,Africa
EMP2714,58,Non-binary,Software Engineer,Manufacturing,6,Hybrid,39,10,4,Low,Depression,No,Decrease,2,Unsatisfied,3,None,Good,Oceania
EMP2715,43,Female,Designer,Consulting,21,Hybrid,54,3,2,High,Burnout,No,No Change,3,Neutral,5,Weekly,Poor,North America
EMP2716,55,Prefer not to say,Data Scientist,Education,15,Onsite,28,0,4,High,Anxiety,No,No Change,1,Satisfied,1,Daily,Poor,Oceania
EMP2717,49,Non-binary,Project Manager,IT,27,Onsite,44,13,4,Low,None,No,Increase,2,Neutral,5,None,Good,North America
EMP2718,54,Female,Data Scientist,Finance,20,Onsite,36,11,2,Low,Depression,No,Decrease,1,Neutral,1,Weekly,Poor,North America
EMP2719,27,Prefer not to say,HR,Manufacturing,30,Remote,20,15,4,Low,Depression,Yes,Increase,1,Satisfied,5,None,Good,South America
EMP2720,44,Female,Sales,Manufacturing,34,Onsite,42,15,2,High,None,Yes,No Change,2,Satisfied,2,None,Good,North America
EMP2721,55,Prefer not to say,Marketing,IT,24,Remote,24,1,1,Medium,Burnout,No,Increase,2,Neutral,5,Daily,Poor,Africa
EMP2722,38,Female,HR,Education,2,Hybrid,48,7,3,Low,Depression,Yes,Decrease,2,Satisfied,5,None,Good,Asia
EMP2723,59,Prefer not to say,Project Manager,IT,10,Hybrid,30,13,4,Low,Burnout,No,No Change,1,Satisfied,4,Weekly,Good,Oceania
EMP2724,52,Male,HR,Manufacturing,24,Onsite,27,5,1,Low,Anxiety,No,Decrease,2,Satisfied,3,None,Poor,North America
EMP2725,40,Female,Sales,Consulting,11,Hybrid,24,5,2,Low,Burnout,Yes,Increase,4,Neutral,3,None,Poor,Africa
EMP2726,43,Prefer not to say,Designer,Healthcare,17,Remote,42,0,5,Low,None,Yes,No Change,2,Unsatisfied,2,Daily,Good,South America
EMP2727,48,Non-binary,Designer,IT,24,Remote,53,10,4,High,Depression,Yes,No Change,2,Unsatisfied,3,Daily,Average,Asia
EMP2728,37,Male,Sales,Retail,9,Hybrid,34,14,4,Medium,Anxiety,Yes,Increase,5,Neutral,4,Weekly,Good,Europe
EMP2729,29,Male,HR,Retail,4,Onsite,42,7,1,Low,Anxiety,Yes,No Change,2,Unsatisfied,1,Weekly,Average,South America
EMP2730,29,Non-binary,Data Scientist,Manufacturing,3,Hybrid,25,3,1,Medium,Depression,Yes,Decrease,1,Neutral,3,Weekly,Good,Africa
EMP2731,40,Prefer not to say,Software Engineer,Consulting,6,Hybrid,30,15,5,Low,Anxiety,No,Increase,2,Satisfied,4,Weekly,Poor,Asia
EMP2732,37,Non-binary,Project Manager,Finance,16,Hybrid,27,9,2,Medium,Anxiety,Yes,Decrease,3,Neutral,5,Weekly,Average,Asia
EMP2733,30,Non-binary,Project Manager,Retail,26,Hybrid,27,15,1,Low,Depression,Yes,No Change,3,Unsatisfied,3,Daily,Poor,North America
EMP2734,40,Prefer not to say,Project Manager,Manufacturing,3,Hybrid,56,5,2,Medium,None,No,No Change,1,Unsatisfied,2,None,Good,Oceania
EMP2735,35,Male,Marketing,Retail,20,Onsite,30,14,3,High,Anxiety,Yes,Decrease,5,Neutral,4,None,Good,North America
EMP2736,47,Prefer not to say,Project Manager,Healthcare,31,Onsite,40,1,4,Medium,Burnout,Yes,No Change,4,Unsatisfied,2,Weekly,Average,South America
EMP2737,65,Prefer not to say,Sales,Retail,17,Hybrid,57,13,3,Low,Burnout,Yes,No Change,2,Neutral,5,Daily,Good,Oceania
EMP2738,51,Non-binary,HR,Retail,28,Remote,46,10,1,Low,Anxiety,No,Increase,1,Neutral,5,Weekly,Poor,Europe
EMP2739,36,Male,Data Scientist,Consulting,21,Remote,38,15,5,High,None,Yes,Decrease,4,Neutral,2,Weekly,Good,Oceania
EMP2740,34,Male,Sales,Healthcare,3,Hybrid,47,5,1,Low,Anxiety,No,No Change,5,Neutral,4,Daily,Average,Europe
EMP2741,34,Male,Marketing,Finance,13,Remote,22,8,3,High,None,No,Increase,2,Neutral,1,Weekly,Average,South America
EMP2742,34,Non-binary,Project Manager,Manufacturing,4,Onsite,34,8,4,Low,Depression,Yes,Decrease,3,Neutral,4,Daily,Poor,Oceania
EMP2743,51,Male,Data Scientist,Finance,35,Hybrid,46,2,5,Low,Burnout,No,Increase,2,Unsatisfied,5,None,Average,Oceania
EMP2744,52,Prefer not to say,Data Scientist,Healthcare,19,Onsite,28,0,3,Medium,Depression,No,No Change,2,Satisfied,1,None,Average,Africa
EMP2745,53,Non-binary,Software Engineer,Manufacturing,27,Onsite,35,1,5,Low,Anxiety,Yes,Increase,5,Unsatisfied,4,Daily,Average,Africa
EMP2746,37,Female,Designer,Retail,35,Hybrid,23,14,3,Medium,Depression,Yes,Decrease,1,Satisfied,1,Daily,Average,Europe
EMP2747,32,Female,Marketing,IT,32,Onsite,36,7,4,High,Anxiety,No,No Change,3,Satisfied,3,Daily,Good,South America
EMP2748,50,Prefer not to say,Marketing,Retail,30,Hybrid,45,10,5,Low,Depression,Yes,No Change,1,Unsatisfied,3,Daily,Average,Oceania
EMP2749,52,Prefer not to say,Project Manager,Retail,17,Remote,39,9,1,High,None,No,No Change,2,Neutral,2,Weekly,Poor,Oceania
EMP2750,32,Non-binary,Designer,Education,28,Hybrid,55,7,1,Low,None,No,No Change,4,Neutral,2,Daily,Poor,Africa
EMP2751,52,Female,HR,Education,4,Remote,26,5,4,Low,None,Yes,No Change,3,Neutral,4,None,Good,North America
EMP2752,49,Male,Software Engineer,Consulting,34,Remote,51,6,1,Medium,None,No,No Change,1,Satisfied,3,Weekly,Average,Oceania
EMP2753,52,Non-binary,Data Scientist,Finance,13,Remote,20,4,5,Low,Burnout,Yes,Increase,1,Satisfied,2,Daily,Average,North America
EMP2754,59,Non-binary,HR,Education,18,Remote,46,12,5,Medium,None,Yes,No Change,4,Neutral,1,None,Good,Oceania
EMP2755,40,Female,Designer,Consulting,10,Onsite,31,0,1,Medium,Anxiety,No,Increase,4,Satisfied,1,Weekly,Good,Europe
EMP2756,42,Female,Sales,Consulting,5,Onsite,56,11,1,Medium,Depression,Yes,No Change,2,Neutral,5,Weekly,Poor,North America
EMP2757,31,Prefer not to say,Project Manager,Education,30,Hybrid,52,10,3,High,Anxiety,Yes,Decrease,5,Neutral,1,Weekly,Good,South America
EMP2758,34,Female,Sales,Finance,35,Onsite,53,14,2,Medium,Depression,No,Increase,5,Satisfied,4,None,Good,South America
EMP2759,27,Female,Marketing,Retail,3,Hybrid,30,0,5,Low,None,No,Decrease,1,Satisfied,5,None,Good,Oceania
EMP2760,41,Female,Marketing,Manufacturing,22,Onsite,56,13,5,Medium,None,Yes,No Change,4,Unsatisfied,4,Daily,Average,North America
EMP2761,28,Prefer not to say,Data Scientist,Finance,34,Onsite,20,15,3,Low,None,Yes,Increase,5,Unsatisfied,5,None,Good,Oceania
EMP2762,31,Prefer not to say,Software Engineer,Consulting,33,Remote,52,10,4,High,None,No,Increase,4,Unsatisfied,1,Daily,Good,Oceania
EMP2763,45,Non-binary,Sales,IT,4,Hybrid,38,5,5,High,Depression,Yes,Decrease,1,Unsatisfied,2,Weekly,Good,Africa
EMP2764,40,Non-binary,HR,Consulting,21,Remote,36,10,2,Low,Anxiety,Yes,Decrease,1,Unsatisfied,4,None,Average,Africa
EMP2765,35,Male,Designer,Education,1,Onsite,25,9,4,Low,None,Yes,Decrease,4,Unsatisfied,2,Weekly,Poor,Africa
EMP2766,47,Non-binary,Designer,Education,30,Hybrid,46,8,4,Low,Depression,Yes,Increase,4,Neutral,4,Weekly,Average,South America
EMP2767,45,Male,Data Scientist,Healthcare,28,Hybrid,42,8,5,Medium,Depression,No,No Change,3,Unsatisfied,5,None,Poor,South America
EMP2768,63,Non-binary,Software Engineer,Education,26,Remote,32,9,5,High,Burnout,No,Increase,4,Satisfied,4,Weekly,Poor,Oceania
EMP2769,51,Female,Designer,Manufacturing,34,Hybrid,34,8,1,Medium,None,No,No Change,3,Satisfied,2,Weekly,Good,North America
EMP2770,38,Female,Marketing,Finance,5,Remote,35,1,5,Low,Anxiety,No,Decrease,5,Neutral,1,Daily,Average,Africa
EMP2771,27,Female,Designer,Finance,24,Onsite,27,13,3,Medium,Depression,Yes,No Change,4,Neutral,4,None,Good,Asia
EMP2772,38,Male,Marketing,IT,27,Hybrid,43,7,5,High,Depression,Yes,No Change,3,Unsatisfied,2,Weekly,Average,North America
EMP2773,53,Prefer not to say,Data Scientist,Consulting,16,Hybrid,27,1,3,High,None,Yes,Increase,5,Neutral,3,None,Average,Asia
EMP2774,47,Non-binary,Sales,Education,13,Onsite,31,8,4,Medium,None,No,Decrease,5,Neutral,1,None,Average,Asia
EMP2775,42,Female,Marketing,Education,25,Onsite,20,2,3,High,Burnout,Yes,Increase,5,Neutral,3,Weekly,Poor,Africa
EMP2776,38,Prefer not to say,HR,Retail,24,Hybrid,44,4,2,Medium,Burnout,No,Decrease,5,Satisfied,3,Daily,Poor,Oceania
EMP2777,27,Prefer not to say,Project Manager,Retail,12,Remote,59,2,3,Medium,Burnout,No,Increase,1,Unsatisfied,4,Weekly,Average,Europe
EMP2778,44,Male,Data Scientist,Consulting,19,Onsite,53,3,3,Low,Anxiety,No,Decrease,5,Satisfied,3,Weekly,Poor,Oceania
EMP2779,44,Non-binary,Software Engineer,Healthcare,25,Onsite,56,11,4,Low,Depression,Yes,No Change,3,Neutral,1,Daily,Good,Oceania
EMP2780,34,Male,Sales,Consulting,24,Onsite,37,6,1,Medium,Burnout,No,Increase,2,Unsatisfied,4,Weekly,Good,Africa
EMP2781,39,Female,Designer,IT,31,Remote,59,1,1,High,Burnout,Yes,No Change,5,Satisfied,1,None,Poor,South America
EMP2782,63,Non-binary,Designer,Education,2,Onsite,41,13,1,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,1,Weekly,Poor,Asia
EMP2783,46,Female,Sales,Retail,31,Hybrid,32,0,4,Low,Burnout,No,Increase,2,Neutral,3,Daily,Good,Africa
EMP2784,44,Prefer not to say,HR,Retail,28,Onsite,38,7,5,Low,Burnout,No,No Change,5,Unsatisfied,5,None,Poor,Asia
EMP2785,45,Prefer not to say,Sales,Healthcare,4,Onsite,42,15,5,Low,Burnout,Yes,Increase,5,Unsatisfied,2,Daily,Poor,Africa
EMP2786,39,Female,Software Engineer,Finance,10,Hybrid,45,7,1,High,Burnout,Yes,Decrease,5,Unsatisfied,4,None,Poor,Oceania
EMP2787,27,Male,Sales,Manufacturing,26,Remote,36,4,3,Medium,Burnout,No,No Change,3,Unsatisfied,4,Daily,Poor,Asia
EMP2788,33,Female,Data Scientist,Retail,17,Remote,28,10,3,Low,Burnout,No,Decrease,4,Satisfied,5,Weekly,Good,Oceania
EMP2789,40,Non-binary,Marketing,Healthcare,33,Remote,23,7,1,Low,Burnout,No,No Change,3,Unsatisfied,1,Weekly,Good,Europe
EMP2790,39,Female,Sales,Healthcare,17,Hybrid,40,11,5,Low,Burnout,Yes,Decrease,3,Unsatisfied,3,None,Average,South America
EMP2791,46,Male,Marketing,Retail,16,Hybrid,40,11,1,Medium,None,Yes,Increase,3,Satisfied,1,Daily,Good,Africa
EMP2792,53,Non-binary,Data Scientist,Education,31,Onsite,24,5,3,Low,Depression,No,Increase,1,Satisfied,4,None,Good,Oceania
EMP2793,56,Male,Marketing,Education,34,Onsite,21,0,3,High,None,No,No Change,4,Neutral,5,Weekly,Poor,Africa
EMP2794,28,Prefer not to say,Sales,Finance,2,Onsite,34,3,2,High,Depression,Yes,Increase,5,Satisfied,2,Weekly,Average,South America
EMP2795,52,Male,Software Engineer,Healthcare,4,Remote,41,10,4,Medium,Depression,No,No Change,2,Neutral,4,Daily,Good,Europe
EMP2796,59,Female,Data Scientist,Healthcare,35,Hybrid,23,15,5,Medium,None,Yes,No Change,2,Unsatisfied,5,None,Average,South America
EMP2797,28,Male,Marketing,Healthcare,20,Onsite,47,15,5,High,Depression,No,No Change,3,Unsatisfied,3,Weekly,Good,Africa
EMP2798,52,Non-binary,Designer,IT,28,Onsite,45,14,2,Low,Burnout,Yes,Decrease,1,Unsatisfied,1,Daily,Poor,South America
EMP2799,30,Prefer not to say,Project Manager,Finance,6,Hybrid,44,0,2,Medium,Depression,No,Decrease,5,Unsatisfied,5,Daily,Poor,North America
EMP2800,34,Non-binary,HR,Healthcare,9,Onsite,50,5,3,Low,Burnout,No,Increase,4,Satisfied,2,Daily,Good,Africa
EMP2801,29,Non-binary,HR,Consulting,32,Onsite,36,11,2,Low,Burnout,No,No Change,1,Unsatisfied,1,Daily,Average,Oceania
EMP2802,40,Male,Sales,Healthcare,10,Remote,32,8,1,Medium,None,Yes,Increase,1,Neutral,3,Weekly,Poor,Europe
EMP2803,48,Non-binary,HR,Healthcare,19,Onsite,38,9,5,Medium,Depression,No,Decrease,1,Unsatisfied,3,Weekly,Good,South America
EMP2804,33,Male,Marketing,Manufacturing,27,Remote,24,5,1,Low,None,No,Increase,5,Satisfied,1,Daily,Good,Asia
EMP2805,53,Non-binary,Sales,Consulting,23,Hybrid,26,1,4,High,Depression,Yes,No Change,1,Satisfied,1,Daily,Good,Africa
EMP2806,46,Prefer not to say,Sales,Healthcare,13,Hybrid,48,14,4,High,Burnout,Yes,No Change,4,Unsatisfied,3,None,Poor,Africa
EMP2807,34,Male,HR,Healthcare,18,Remote,56,2,5,Low,Anxiety,No,Decrease,5,Unsatisfied,2,None,Good,Oceania
EMP2808,47,Female,Project Manager,Consulting,27,Remote,38,12,3,Low,Burnout,Yes,No Change,3,Neutral,5,None,Good,South America
EMP2809,61,Female,HR,Finance,26,Hybrid,47,6,1,Medium,Burnout,No,Increase,2,Neutral,3,Daily,Poor,Africa
EMP2810,45,Prefer not to say,Sales,Healthcare,29,Remote,51,13,3,Low,Anxiety,Yes,No Change,2,Unsatisfied,1,Weekly,Poor,Europe
EMP2811,50,Non-binary,Software Engineer,Manufacturing,14,Hybrid,39,15,2,Low,None,No,No Change,3,Satisfied,1,Daily,Good,Europe
EMP2812,54,Non-binary,Data Scientist,Manufacturing,22,Remote,52,6,4,Medium,Anxiety,No,No Change,3,Neutral,4,Weekly,Good,Asia
EMP2813,40,Female,Designer,Retail,33,Remote,46,0,2,High,Depression,Yes,No Change,2,Neutral,1,None,Average,North America
EMP2814,42,Male,Marketing,IT,30,Remote,20,10,1,Medium,None,Yes,Increase,2,Satisfied,1,None,Poor,Oceania
EMP2815,31,Female,Project Manager,Finance,22,Remote,23,13,1,Low,Burnout,Yes,Decrease,1,Unsatisfied,3,Weekly,Good,Oceania
EMP2816,36,Male,HR,Consulting,21,Onsite,39,0,3,High,None,No,Decrease,1,Unsatisfied,4,None,Average,Oceania
EMP2817,53,Female,HR,Retail,19,Hybrid,29,9,5,Medium,None,Yes,Increase,2,Neutral,4,Weekly,Poor,Asia
EMP2818,33,Male,Project Manager,Healthcare,7,Hybrid,49,8,2,High,Anxiety,Yes,Decrease,1,Unsatisfied,5,Weekly,Average,Africa
EMP2819,42,Non-binary,Data Scientist,IT,26,Remote,27,7,1,High,None,Yes,Increase,4,Unsatisfied,5,None,Average,Africa
EMP2820,42,Non-binary,Project Manager,Consulting,16,Onsite,27,7,4,Medium,Depression,No,Decrease,2,Satisfied,2,Daily,Average,Europe
EMP2821,50,Non-binary,Project Manager,Healthcare,3,Hybrid,26,8,3,High,None,No,No Change,4,Neutral,1,Daily,Good,Oceania
EMP2822,37,Male,Project Manager,Consulting,11,Onsite,39,12,1,Low,Anxiety,Yes,Decrease,4,Satisfied,2,None,Poor,Oceania
EMP2823,41,Prefer not to say,Data Scientist,Manufacturing,26,Hybrid,55,2,5,High,Depression,Yes,Increase,1,Neutral,2,None,Average,Europe
EMP2824,39,Non-binary,Data Scientist,Healthcare,3,Remote,59,7,5,Medium,Depression,Yes,No Change,3,Unsatisfied,2,Weekly,Poor,Asia
EMP2825,55,Prefer not to say,Designer,Consulting,24,Onsite,49,9,4,Medium,None,Yes,Decrease,5,Unsatisfied,3,None,Average,South America
EMP2826,28,Non-binary,Sales,Education,11,Onsite,38,8,5,High,Depression,Yes,Decrease,3,Neutral,4,Weekly,Good,Africa
EMP2827,55,Male,Sales,Manufacturing,16,Remote,26,0,4,Medium,Burnout,No,No Change,4,Unsatisfied,4,Daily,Average,South America
EMP2828,30,Non-binary,Sales,Consulting,3,Remote,31,2,2,Low,Anxiety,Yes,Decrease,1,Neutral,2,None,Good,Oceania
EMP2829,42,Female,Designer,Education,21,Remote,26,6,4,Medium,None,Yes,Decrease,2,Unsatisfied,1,Weekly,Poor,Asia
EMP2830,62,Non-binary,Sales,Manufacturing,1,Onsite,32,9,2,High,Depression,No,Decrease,1,Satisfied,2,None,Poor,South America
EMP2831,30,Female,Data Scientist,Consulting,7,Onsite,33,4,4,Medium,Burnout,No,No Change,1,Neutral,5,Daily,Poor,South America
EMP2832,38,Male,Sales,Consulting,34,Hybrid,44,6,1,Medium,Depression,Yes,No Change,1,Satisfied,5,Weekly,Average,Asia
EMP2833,51,Female,Data Scientist,Manufacturing,12,Onsite,37,5,4,Low,None,Yes,No Change,4,Unsatisfied,4,None,Average,Africa
EMP2834,28,Female,HR,Education,12,Onsite,20,1,5,High,None,No,Increase,4,Unsatisfied,4,None,Good,North America
EMP2835,51,Prefer not to say,HR,IT,9,Remote,34,7,5,Medium,Depression,Yes,Decrease,3,Unsatisfied,2,None,Average,Asia
EMP2836,27,Prefer not to say,Data Scientist,IT,19,Remote,35,15,3,Medium,Burnout,No,Increase,4,Neutral,3,None,Poor,Oceania
EMP2837,59,Female,HR,Healthcare,33,Onsite,55,2,3,Low,None,No,No Change,5,Neutral,4,Daily,Good,South America
EMP2838,40,Male,Project Manager,Healthcare,9,Hybrid,22,3,2,Low,None,Yes,No Change,4,Unsatisfied,3,Weekly,Good,Europe
EMP2839,55,Male,Project Manager,Healthcare,26,Remote,41,6,5,Medium,None,Yes,Increase,4,Neutral,3,Daily,Average,Asia
EMP2840,64,Non-binary,Software Engineer,Consulting,6,Hybrid,41,2,5,Medium,None,Yes,Decrease,5,Satisfied,1,None,Average,Africa
EMP2841,34,Male,Software Engineer,Finance,13,Onsite,48,13,5,Low,Depression,Yes,Decrease,1,Unsatisfied,3,Daily,Poor,South America
EMP2842,37,Male,Software Engineer,Education,4,Onsite,56,9,5,Low,Burnout,Yes,Decrease,2,Unsatisfied,1,Weekly,Good,North America
EMP2843,27,Female,Project Manager,Healthcare,33,Onsite,45,0,5,Low,Burnout,Yes,No Change,1,Neutral,2,Weekly,Poor,Asia
EMP2844,31,Male,Sales,Finance,30,Remote,53,2,4,Medium,None,Yes,No Change,3,Neutral,1,None,Average,North America
EMP2845,36,Non-binary,HR,IT,3,Onsite,28,2,2,Medium,Depression,No,No Change,1,Satisfied,5,Weekly,Good,South America
EMP2846,45,Non-binary,Project Manager,Consulting,21,Remote,32,6,2,Low,Depression,Yes,Increase,2,Satisfied,5,Daily,Good,Africa
EMP2847,29,Female,Marketing,Education,24,Onsite,55,14,4,Medium,Burnout,Yes,Increase,3,Neutral,5,Weekly,Average,Oceania
EMP2848,46,Non-binary,Sales,IT,24,Onsite,48,1,2,Low,None,No,Increase,5,Satisfied,5,None,Poor,Africa
EMP2849,30,Female,Project Manager,Finance,30,Hybrid,57,10,5,Low,Depression,No,Decrease,4,Unsatisfied,1,None,Poor,South America
EMP2850,46,Female,Designer,Retail,17,Hybrid,37,10,2,High,Burnout,No,No Change,3,Unsatisfied,1,Weekly,Average,South America
EMP2851,37,Male,Marketing,Retail,30,Remote,56,9,2,Medium,Anxiety,No,Decrease,3,Neutral,3,None,Poor,South America
EMP2852,45,Male,Project Manager,Healthcare,21,Onsite,23,14,1,High,Burnout,Yes,No Change,2,Satisfied,5,Daily,Good,Asia
EMP2853,66,Female,Designer,IT,29,Onsite,49,2,4,Medium,Depression,Yes,No Change,1,Neutral,2,Weekly,Good,Europe
EMP2854,41,Prefer not to say,Marketing,Finance,29,Remote,25,15,1,High,Depression,Yes,Increase,1,Satisfied,4,None,Average,South America
EMP2855,51,Male,Designer,Retail,1,Remote,33,6,2,Low,Burnout,No,Decrease,1,Unsatisfied,3,None,Average,North America
EMP2856,43,Non-binary,Marketing,Healthcare,1,Hybrid,31,2,3,High,Anxiety,Yes,Increase,2,Satisfied,2,None,Good,Asia
EMP2857,51,Male,Marketing,Education,12,Onsite,54,3,4,High,None,Yes,No Change,5,Satisfied,3,Daily,Average,Europe
EMP2858,54,Male,Data Scientist,IT,7,Onsite,57,8,4,Medium,Burnout,No,No Change,5,Neutral,1,None,Poor,Europe
EMP2859,60,Male,Software Engineer,Finance,28,Hybrid,42,1,3,High,Burnout,Yes,Increase,3,Neutral,5,Daily,Poor,Asia
EMP2860,33,Female,Software Engineer,IT,27,Onsite,49,2,5,Medium,Burnout,Yes,No Change,1,Unsatisfied,5,None,Poor,Europe
EMP2861,29,Female,Sales,Manufacturing,11,Onsite,33,7,4,Low,None,No,Increase,3,Unsatisfied,1,None,Average,Asia
EMP2862,37,Prefer not to say,Project Manager,Manufacturing,11,Remote,47,8,2,Low,Burnout,Yes,Increase,1,Satisfied,5,Daily,Good,North America
EMP2863,42,Male,Software Engineer,Consulting,34,Hybrid,56,7,5,Low,Depression,Yes,No Change,3,Satisfied,1,Weekly,Good,Asia
EMP2864,40,Non-binary,Sales,Finance,32,Remote,25,3,5,High,Burnout,Yes,Increase,2,Satisfied,3,Weekly,Good,Oceania
EMP2865,50,Male,Project Manager,Education,16,Remote,36,3,1,High,None,No,Decrease,5,Satisfied,1,Daily,Good,South America
EMP2866,44,Female,Marketing,Consulting,3,Remote,26,3,3,Low,Depression,Yes,Decrease,4,Unsatisfied,3,Daily,Poor,Oceania
EMP2867,40,Non-binary,Software Engineer,Manufacturing,16,Remote,56,10,1,High,Burnout,Yes,Increase,1,Neutral,5,None,Average,North America
EMP2868,38,Male,HR,IT,11,Hybrid,54,15,5,Low,None,No,Decrease,3,Unsatisfied,4,Weekly,Poor,South America
EMP2869,66,Male,Sales,Consulting,8,Onsite,46,3,5,Low,None,Yes,Decrease,5,Satisfied,4,None,Poor,Oceania
EMP2870,40,Female,Data Scientist,Consulting,3,Remote,36,10,5,Medium,Burnout,Yes,Increase,1,Unsatisfied,2,Weekly,Average,North America
EMP2871,33,Prefer not to say,Marketing,Retail,26,Onsite,45,3,2,Medium,Anxiety,Yes,No Change,2,Satisfied,2,None,Good,North America
EMP2872,45,Male,Designer,Finance,6,Remote,36,9,4,Low,None,Yes,Decrease,1,Unsatisfied,1,None,Average,South America
EMP2873,50,Male,Data Scientist,Retail,20,Onsite,46,4,5,Low,Anxiety,No,No Change,2,Neutral,3,None,Good,Asia
EMP2874,38,Non-binary,Sales,Finance,17,Hybrid,47,0,1,High,Burnout,No,Increase,4,Unsatisfied,3,None,Good,Oceania
EMP2875,36,Prefer not to say,Software Engineer,Retail,13,Onsite,41,7,4,High,Depression,Yes,No Change,1,Neutral,1,Daily,Poor,Oceania
EMP2876,50,Female,Data Scientist,Education,18,Onsite,38,15,2,High,None,No,Increase,5,Satisfied,4,None,Average,Asia
EMP2877,32,Female,Data Scientist,Consulting,17,Onsite,60,2,4,Medium,Burnout,No,Increase,3,Satisfied,2,None,Poor,South America
EMP2878,52,Male,Project Manager,Healthcare,5,Onsite,48,1,4,Medium,None,Yes,Increase,2,Unsatisfied,3,Daily,Good,South America
EMP2879,33,Prefer not to say,Designer,Education,33,Remote,24,10,1,Medium,Anxiety,No,Increase,1,Satisfied,5,None,Poor,Asia
EMP2880,37,Non-binary,Data Scientist,Manufacturing,14,Onsite,57,6,3,Medium,Burnout,No,Decrease,5,Neutral,3,None,Average,Europe
EMP2881,33,Male,Designer,IT,24,Onsite,30,0,5,Medium,Anxiety,No,No Change,5,Satisfied,2,None,Average,South America
EMP2882,35,Male,Data Scientist,Retail,11,Remote,42,14,1,High,Depression,Yes,No Change,4,Neutral,2,None,Poor,Africa
EMP2883,33,Female,Data Scientist,Retail,23,Onsite,51,11,5,High,Depression,Yes,Decrease,2,Satisfied,1,None,Poor,Asia
EMP2884,41,Male,Designer,Healthcare,15,Onsite,28,11,4,High,Depression,No,No Change,5,Satisfied,4,Weekly,Poor,South America
EMP2885,55,Male,Software Engineer,Healthcare,15,Hybrid,60,14,4,Low,Depression,Yes,No Change,2,Unsatisfied,1,Daily,Good,North America
EMP2886,37,Female,Project Manager,Finance,15,Onsite,35,0,1,Medium,Anxiety,No,Increase,3,Neutral,2,Weekly,Poor,South America
EMP2887,35,Non-binary,Software Engineer,Healthcare,15,Onsite,59,12,2,Low,Depression,Yes,No Change,5,Neutral,5,None,Average,Africa
EMP2888,30,Prefer not to say,Project Manager,Manufacturing,25,Remote,58,1,4,Medium,Anxiety,No,No Change,1,Neutral,4,Weekly,Average,Asia
EMP2889,66,Non-binary,HR,Retail,28,Remote,22,4,5,Low,Burnout,No,Decrease,4,Neutral,5,Weekly,Poor,South America
EMP2890,52,Female,Sales,Consulting,10,Remote,45,13,4,High,Anxiety,Yes,Decrease,4,Neutral,5,Daily,Average,Europe
EMP2891,28,Prefer not to say,HR,Consulting,6,Hybrid,27,5,2,High,Burnout,Yes,Decrease,2,Unsatisfied,5,Weekly,Average,Europe
EMP2892,50,Female,Designer,Consulting,20,Remote,35,1,3,High,Anxiety,No,Decrease,5,Neutral,4,None,Average,North America
EMP2893,32,Female,Software Engineer,Healthcare,12,Onsite,41,13,5,Medium,None,Yes,Increase,3,Unsatisfied,3,Daily,Poor,South America
EMP2894,38,Female,Project Manager,Consulting,15,Remote,31,8,3,Medium,Anxiety,No,No Change,3,Unsatisfied,5,None,Poor,Europe
EMP2895,35,Female,HR,Retail,6,Hybrid,22,2,1,Medium,Burnout,No,Increase,3,Satisfied,5,Weekly,Poor,North America
EMP2896,59,Prefer not to say,Marketing,Finance,21,Remote,24,13,3,Medium,None,No,Decrease,4,Satisfied,2,None,Good,South America
EMP2897,35,Non-binary,Data Scientist,Education,9,Hybrid,24,12,4,Low,Burnout,No,Increase,5,Satisfied,2,Weekly,Average,Asia
EMP2898,52,Female,Data Scientist,Finance,30,Hybrid,49,13,5,Low,Anxiety,Yes,Decrease,2,Neutral,4,None,Good,Asia
EMP2899,55,Male,Project Manager,IT,25,Remote,52,3,1,Low,Burnout,No,Decrease,1,Neutral,2,Daily,Poor,North America
EMP2900,60,Prefer not to say,Project Manager,Finance,35,Remote,55,15,4,Low,Anxiety,No,No Change,5,Unsatisfied,2,None,Poor,Oceania
