Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP2061,56,Male,HR,Retail,4,Remote,27,10,4,High,Anxiety,Yes,No Change,4,Satisfied,1,Weekly,Good,Asia
EMP2062,33,Prefer not to say,Data Scientist,Finance,6,Onsite,43,4,3,Medium,Anxiety,No,Decrease,2,Unsatisfied,5,Weekly,Good,Oceania
EMP2063,39,Male,Marketing,IT,13,Remote,59,0,3,High,None,Yes,No Change,5,Satisfied,5,Daily,Average,Africa
EMP2064,52,Non-binary,HR,Healthcare,20,Onsite,45,8,5,High,Burnout,Yes,Decrease,1,Unsatisfied,3,Weekly,Average,Africa
EMP2065,53,Non-binary,Sales,IT,11,Hybrid,42,4,3,High,Anxiety,Yes,Decrease,5,Satisfied,4,Weekly,Poor,South America
EMP2066,23,Non-binary,HR,Consulting,4,Remote,26,12,4,High,Burnout,No,Decrease,4,Unsatisfied,3,Weekly,Poor,Oceania
EMP2067,36,Non-binary,HR,Retail,13,Remote,28,1,1,Low,Depression,Yes,Decrease,5,Satisfied,5,Daily,Average,North America
EMP2068,39,Prefer not to say,Marketing,Consulting,24,Onsite,43,9,5,Low,None,Yes,No Change,4,Satisfied,2,None,Poor,Europe
EMP2069,56,Prefer not to say,Designer,Finance,23,Hybrid,23,6,4,Low,None,No,Decrease,5,Neutral,3,Daily,Poor,Oceania
EMP2070,47,Male,Project Manager,Consulting,18,Onsite,45,7,3,High,Anxiety,No,Increase,4,Satisfied,2,Daily,Average,North America
EMP2071,44,Female,Data Scientist,Finance,26,Remote,43,13,5,Medium,None,No,Increase,3,Unsatisfied,1,Daily,Average,South America
EMP2072,29,Non-binary,Project Manager,Manufacturing,34,Remote,25,6,2,Medium,Burnout,Yes,Increase,3,Unsatisfied,3,None,Good,Africa
EMP2073,49,Prefer not to say,Designer,Consulting,20,Onsite,43,9,3,High,Anxiety,No,No Change,3,Unsatisfied,1,None,Good,South America
EMP2074,50,Prefer not to say,Data Scientist,Manufacturing,12,Onsite,44,9,3,High,Burnout,Yes,Increase,4,Satisfied,3,Weekly,Good,South America
EMP2075,24,Female,Designer,Healthcare,5,Onsite,42,7,3,High,None,No,No Change,3,Unsatisfied,2,Weekly,Average,Oceania
EMP2076,23,Male,Marketing,Manufacturing,34,Hybrid,21,8,5,Medium,Anxiety,No,No Change,5,Satisfied,4,Daily,Poor,Asia
EMP2077,23,Male,Sales,Manufacturing,33,Hybrid,52,14,4,Low,None,No,No Change,1,Unsatisfied,4,None,Good,Asia
EMP2078,48,Prefer not to say,Marketing,IT,2,Remote,52,6,2,Medium,None,Yes,Increase,5,Satisfied,3,None,Average,North America
EMP2079,27,Female,Designer,Finance,16,Onsite,45,2,2,Medium,None,Yes,No Change,2,Unsatisfied,3,Weekly,Good,Asia
EMP2080,33,Male,Software Engineer,Retail,3,Hybrid,59,5,5,Medium,Depression,No,Increase,2,Unsatisfied,4,None,Good,Oceania
EMP2081,30,Male,HR,Retail,13,Remote,42,7,3,Low,Burnout,No,Decrease,4,Satisfied,1,Weekly,Poor,Europe
EMP2082,38,Prefer not to say,Marketing,Healthcare,18,Remote,57,13,3,High,Depression,No,Increase,2,Unsatisfied,2,None,Average,North America
EMP2083,56,Male,Software Engineer,Healthcare,6,Remote,41,15,2,Low,Depression,No,Increase,5,Satisfied,2,None,Good,Africa
EMP2084,24,Prefer not to say,Project Manager,Finance,8,Hybrid,41,13,1,Low,Burnout,Yes,Decrease,5,Satisfied,1,Daily,Poor,Asia
EMP2085,40,Female,HR,Finance,27,Onsite,20,14,1,High,None,Yes,Increase,4,Satisfied,4,Weekly,Good,Europe
EMP2086,30,Female,Software Engineer,Healthcare,15,Hybrid,23,2,2,Low,Anxiety,No,Decrease,5,Neutral,4,Weekly,Poor,Oceania
EMP2087,37,Female,Data Scientist,IT,10,Onsite,47,12,5,Low,Burnout,Yes,Increase,1,Unsatisfied,5,None,Poor,Europe
EMP2088,36,Female,Data Scientist,Education,16,Onsite,50,0,4,High,Anxiety,No,Increase,3,Unsatisfied,5,Weekly,Poor,Africa
EMP2089,58,Male,Software Engineer,Consulting,15,Hybrid,48,1,5,High,None,No,Increase,2,Unsatisfied,1,Daily,Poor,Oceania
EMP2090,60,Female,Designer,Education,12,Onsite,42,4,3,Low,Burnout,No,Decrease,2,Unsatisfied,3,None,Poor,North America
EMP2091,55,Prefer not to say,Marketing,Retail,3,Onsite,50,6,5,Low,Anxiety,Yes,Decrease,1,Unsatisfied,4,Weekly,Average,South America
EMP2092,58,Non-binary,HR,Finance,21,Hybrid,26,1,3,Low,Depression,Yes,Increase,4,Unsatisfied,3,None,Average,Europe
EMP2093,49,Prefer not to say,Marketing,Finance,6,Hybrid,25,13,2,Medium,Burnout,Yes,Increase,4,Neutral,3,None,Good,Oceania
EMP2094,30,Male,Sales,Finance,25,Onsite,49,14,2,Medium,Burnout,No,Decrease,1,Unsatisfied,4,Weekly,Poor,Europe
EMP2095,30,Non-binary,Sales,Consulting,5,Remote,24,9,3,Low,Anxiety,No,Decrease,4,Neutral,3,Weekly,Poor,Oceania
EMP2096,59,Female,Designer,Education,4,Onsite,42,11,5,Low,Depression,No,No Change,1,Unsatisfied,4,Weekly,Poor,North America
EMP2097,57,Male,HR,Finance,34,Hybrid,46,9,3,High,Burnout,Yes,Increase,2,Unsatisfied,4,None,Average,Asia
EMP2098,52,Non-binary,Marketing,Finance,31,Onsite,43,9,1,High,Burnout,No,Decrease,2,Unsatisfied,5,Weekly,Good,Europe
EMP2099,47,Prefer not to say,Designer,Manufacturing,4,Hybrid,43,0,2,Low,Burnout,No,Decrease,1,Unsatisfied,5,Weekly,Average,South America
EMP2100,55,Male,Sales,Education,23,Hybrid,45,1,5,Medium,Burnout,Yes,No Change,2,Unsatisfied,2,Weekly,Good,Africa
EMP2101,42,Prefer not to say,HR,Consulting,21,Hybrid,43,3,5,High,None,No,No Change,5,Satisfied,3,Weekly,Poor,Africa
EMP2102,55,Female,HR,IT,14,Hybrid,58,0,3,Medium,Burnout,Yes,Decrease,1,Unsatisfied,3,None,Good,South America
EMP2103,23,Prefer not to say,Software Engineer,IT,12,Remote,42,6,5,High,Depression,No,Increase,3,Unsatisfied,1,Daily,Good,North America
EMP2104,34,Prefer not to say,HR,Healthcare,26,Remote,43,10,3,High,None,Yes,Decrease,5,Satisfied,5,None,Poor,South America
EMP2105,46,Male,Software Engineer,Healthcare,2,Remote,44,11,5,Low,Burnout,No,No Change,3,Unsatisfied,5,None,Poor,Asia
EMP2106,29,Non-binary,Sales,Finance,29,Remote,59,4,1,Low,Anxiety,No,No Change,1,Unsatisfied,4,Daily,Poor,Africa
EMP2107,42,Male,HR,Education,10,Onsite,43,15,2,Low,Anxiety,Yes,Decrease,4,Satisfied,5,Daily,Average,Europe
EMP2108,37,Prefer not to say,Marketing,IT,29,Hybrid,41,3,3,High,Burnout,Yes,No Change,5,Satisfied,3,Weekly,Average,North America
EMP2109,38,Male,Sales,Finance,26,Hybrid,20,2,4,High,Anxiety,No,Increase,4,Satisfied,5,Weekly,Good,South America
EMP2110,41,Non-binary,Marketing,Consulting,8,Onsite,43,2,5,High,None,No,Decrease,3,Unsatisfied,3,None,Good,Oceania
EMP2111,53,Male,Designer,Consulting,26,Remote,44,10,3,Medium,Depression,No,No Change,5,Satisfied,4,Weekly,Good,Africa
EMP2112,46,Male,Software Engineer,Education,13,Onsite,41,13,1,Medium,Depression,No,Decrease,5,Satisfied,3,Weekly,Good,Asia
EMP2113,59,Female,Software Engineer,Education,16,Onsite,44,4,1,Medium,Anxiety,Yes,Increase,3,Unsatisfied,2,Weekly,Poor,South America
EMP2114,55,Non-binary,Software Engineer,Education,26,Onsite,45,8,1,Medium,Depression,Yes,No Change,4,Satisfied,4,None,Poor,Asia
EMP2115,52,Prefer not to say,Project Manager,Retail,28,Remote,26,11,1,High,Depression,Yes,Increase,5,Satisfied,1,Weekly,Poor,Europe
EMP2116,30,Prefer not to say,Marketing,Finance,13,Onsite,28,13,4,Medium,Burnout,Yes,Increase,4,Neutral,2,Daily,Poor,Asia
EMP2117,44,Non-binary,Data Scientist,Retail,12,Onsite,41,11,5,Medium,Burnout,Yes,Increase,5,Satisfied,2,None,Poor,South America
EMP2118,51,Prefer not to say,Marketing,Finance,5,Hybrid,45,6,4,Low,None,Yes,No Change,5,Satisfied,2,None,Average,Europe
EMP2119,58,Prefer not to say,Project Manager,Education,4,Remote,54,15,1,High,Depression,No,No Change,5,Satisfied,3,Daily,Poor,South America
EMP2120,26,Male,Data Scientist,Finance,18,Onsite,45,7,3,Low,Depression,No,No Change,3,Unsatisfied,2,Daily,Average,Europe
EMP2121,49,Prefer not to say,HR,Manufacturing,12,Remote,49,6,2,Low,Depression,Yes,Decrease,5,Satisfied,2,Daily,Good,South America
EMP2122,41,Male,Sales,Education,27,Remote,43,11,3,High,Burnout,Yes,No Change,4,Satisfied,3,Daily,Average,Asia
EMP2123,28,Prefer not to say,HR,IT,24,Remote,41,4,5,Medium,None,Yes,Increase,5,Satisfied,1,Weekly,Average,Oceania
EMP2124,29,Prefer not to say,Data Scientist,Retail,27,Onsite,42,14,3,Medium,Burnout,Yes,No Change,2,Unsatisfied,1,Weekly,Poor,Oceania
EMP2125,57,Female,Marketing,Education,26,Remote,47,3,5,Medium,None,Yes,No Change,2,Unsatisfied,5,None,Poor,Asia
EMP2126,51,Non-binary,Data Scientist,Retail,22,Remote,43,4,3,Low,None,No,Increase,5,Satisfied,3,Daily,Average,Asia
EMP2127,23,Prefer not to say,Data Scientist,Education,4,Hybrid,45,5,5,Medium,Depression,No,No Change,5,Satisfied,5,Daily,Good,Africa
EMP2128,30,Non-binary,Data Scientist,Healthcare,10,Onsite,21,6,1,High,Burnout,Yes,Decrease,3,Unsatisfied,4,Weekly,Average,Oceania
EMP2129,36,Female,Designer,Finance,34,Hybrid,50,6,4,High,None,Yes,Increase,4,Satisfied,3,None,Poor,Africa
EMP2130,34,Female,HR,Finance,28,Remote,41,11,4,High,Anxiety,No,Decrease,4,Satisfied,4,None,Poor,Asia
EMP2131,59,Prefer not to say,Data Scientist,IT,18,Hybrid,51,2,3,Low,Depression,Yes,Increase,3,Unsatisfied,3,Daily,Average,Europe
EMP2132,27,Male,Software Engineer,Consulting,25,Remote,52,6,3,Low,Anxiety,Yes,Increase,2,Unsatisfied,4,Weekly,Average,Europe
EMP2133,26,Male,Data Scientist,IT,34,Hybrid,29,0,2,Medium,Anxiety,Yes,No Change,4,Satisfied,5,Weekly,Average,North America
EMP2134,50,Female,Designer,Manufacturing,9,Hybrid,54,11,2,Medium,Burnout,No,Increase,1,Unsatisfied,3,None,Good,South America
EMP2135,26,Female,HR,Healthcare,16,Hybrid,44,11,4,Medium,None,No,No Change,1,Unsatisfied,1,Daily,Good,South America
EMP2136,22,Prefer not to say,Sales,IT,7,Hybrid,60,2,3,High,None,Yes,No Change,2,Unsatisfied,2,Weekly,Good,South America
EMP2137,54,Male,Designer,Manufacturing,28,Remote,43,7,4,Low,Anxiety,Yes,Decrease,4,Satisfied,4,None,Average,Europe
EMP2138,48,Non-binary,Marketing,Consulting,14,Hybrid,53,6,2,High,None,No,Decrease,5,Satisfied,1,None,Good,Asia
EMP2139,46,Female,Designer,Consulting,20,Hybrid,26,4,5,Medium,None,Yes,No Change,5,Satisfied,4,None,Average,Europe
EMP2140,25,Female,Data Scientist,Manufacturing,22,Onsite,44,9,5,Medium,Burnout,Yes,Decrease,4,Satisfied,2,Weekly,Average,North America
EMP2141,56,Female,Software Engineer,Education,28,Remote,43,15,4,Medium,None,No,Increase,1,Unsatisfied,4,None,Poor,Oceania
EMP2142,25,Prefer not to say,Data Scientist,Manufacturing,14,Remote,49,12,1,Medium,Depression,No,No Change,1,Unsatisfied,3,Daily,Poor,North America
EMP2143,36,Non-binary,Project Manager,Finance,32,Hybrid,43,0,3,Low,None,No,Increase,2,Unsatisfied,5,Weekly,Good,South America
EMP2144,58,Female,Data Scientist,Education,25,Hybrid,42,8,2,High,Depression,Yes,Decrease,1,Unsatisfied,4,None,Poor,South America
EMP2145,59,Non-binary,Project Manager,Consulting,13,Hybrid,59,7,3,Medium,Anxiety,No,Decrease,3,Unsatisfied,3,None,Good,Asia
EMP2146,57,Non-binary,Marketing,Consulting,10,Onsite,57,8,2,High,Depression,Yes,Decrease,2,Unsatisfied,3,None,Poor,South America
EMP2147,43,Prefer not to say,Data Scientist,Consulting,30,Hybrid,27,1,3,High,Burnout,No,Decrease,4,Satisfied,1,None,Poor,North America
EMP2148,23,Female,Project Manager,Finance,24,Hybrid,49,5,1,High,Depression,Yes,Decrease,2,Unsatisfied,4,Daily,Poor,Africa
EMP2149,31,Non-binary,Designer,Finance,5,Remote,25,7,4,High,None,Yes,Decrease,5,Unsatisfied,3,None,Poor,Asia
EMP2150,30,Non-binary,Data Scientist,Consulting,29,Onsite,25,8,3,Medium,Depression,Yes,Increase,5,Satisfied,5,None,Good,Europe
EMP2151,25,Female,Data Scientist,IT,10,Onsite,51,0,1,Low,Burnout,No,Decrease,2,Unsatisfied,4,Weekly,Poor,South America
EMP2152,35,Prefer not to say,Project Manager,Education,4,Onsite,41,1,4,Medium,Burnout,No,No Change,5,Satisfied,2,Weekly,Good,Oceania
EMP2153,46,Prefer not to say,Designer,Retail,8,Onsite,25,6,4,High,Anxiety,No,Increase,4,Satisfied,2,Weekly,Average,Africa
EMP2154,25,Non-binary,Marketing,Manufacturing,13,Hybrid,23,12,1,Low,None,Yes,Decrease,3,Unsatisfied,3,None,Good,North America
EMP2155,53,Prefer not to say,HR,Consulting,8,Onsite,44,2,3,High,Burnout,No,No Change,5,Satisfied,3,Weekly,Poor,Europe
EMP2156,57,Prefer not to say,Project Manager,Finance,18,Remote,43,12,5,High,Anxiety,Yes,Decrease,3,Unsatisfied,4,Daily,Poor,Europe
EMP2157,48,Non-binary,Data Scientist,IT,3,Remote,20,2,3,High,Anxiety,No,Increase,4,Satisfied,4,None,Good,South America
EMP2158,38,Non-binary,Project Manager,Healthcare,33,Remote,20,15,4,Low,Burnout,Yes,Increase,4,Unsatisfied,4,Weekly,Average,South America
EMP2159,44,Prefer not to say,Project Manager,Healthcare,20,Onsite,50,15,1,High,Anxiety,No,Increase,1,Unsatisfied,5,None,Average,Asia
EMP2160,39,Female,Designer,Education,28,Remote,43,12,3,Medium,None,No,Decrease,4,Satisfied,4,Weekly,Good,South America
EMP2161,27,Prefer not to say,Designer,Manufacturing,30,Remote,27,10,3,High,Depression,No,Increase,4,Unsatisfied,1,Weekly,Poor,South America
EMP2162,40,Non-binary,Sales,Manufacturing,9,Remote,47,14,1,Low,Burnout,Yes,Increase,5,Satisfied,5,Daily,Average,Asia
EMP2163,57,Male,Software Engineer,Education,7,Remote,47,1,3,Medium,Depression,No,No Change,2,Unsatisfied,5,None,Poor,South America
EMP2164,39,Prefer not to say,Designer,Retail,33,Hybrid,24,9,4,High,Depression,Yes,Increase,5,Satisfied,2,Weekly,Good,Europe
EMP2165,39,Female,HR,Finance,21,Remote,29,6,1,Low,None,Yes,Decrease,5,Unsatisfied,5,None,Good,Africa
EMP2166,52,Male,Designer,Education,2,Remote,41,5,4,Low,Depression,No,No Change,4,Satisfied,5,Weekly,Average,Asia
EMP2167,32,Non-binary,Designer,Consulting,24,Remote,43,0,2,High,Anxiety,No,Decrease,1,Unsatisfied,4,Weekly,Average,Europe
EMP2168,57,Male,Sales,Retail,28,Onsite,54,10,1,Low,Burnout,No,No Change,5,Satisfied,3,Daily,Poor,Asia
EMP2169,30,Female,Designer,Retail,19,Remote,45,7,4,Low,Depression,Yes,Decrease,1,Unsatisfied,3,Weekly,Good,South America
EMP2170,51,Non-binary,Marketing,Retail,33,Onsite,55,9,2,Low,Anxiety,Yes,No Change,4,Satisfied,4,Weekly,Average,South America
EMP2171,42,Non-binary,Software Engineer,IT,25,Onsite,51,3,4,Low,None,No,Increase,4,Satisfied,4,None,Average,Africa
EMP2172,34,Male,Sales,Retail,1,Remote,57,4,3,Low,None,No,No Change,2,Unsatisfied,3,None,Average,Africa
EMP2173,59,Prefer not to say,HR,IT,23,Remote,48,4,4,Medium,Burnout,Yes,Increase,2,Unsatisfied,4,Weekly,Poor,North America
EMP2174,58,Female,HR,Finance,3,Onsite,44,7,2,Medium,None,No,Increase,1,Unsatisfied,2,Weekly,Poor,Oceania
EMP2175,31,Female,Marketing,Healthcare,22,Onsite,45,1,5,Low,None,No,Increase,1,Unsatisfied,4,Weekly,Poor,Europe
EMP2176,58,Non-binary,Designer,Healthcare,30,Onsite,23,11,5,High,Anxiety,No,Decrease,5,Satisfied,5,Weekly,Good,North America
EMP2177,38,Prefer not to say,Project Manager,Finance,22,Onsite,23,0,4,Medium,Anxiety,Yes,Decrease,5,Satisfied,2,Daily,Poor,Africa
EMP2178,27,Non-binary,Project Manager,Healthcare,34,Onsite,41,11,2,Medium,Anxiety,No,Decrease,5,Satisfied,1,Daily,Average,Oceania
EMP2179,42,Male,Designer,Retail,5,Hybrid,42,15,3,Medium,Anxiety,No,No Change,4,Satisfied,3,None,Poor,Africa
EMP2180,37,Male,Designer,Finance,23,Hybrid,43,1,3,High,None,Yes,Decrease,1,Unsatisfied,2,None,Average,Africa
EMP2181,42,Male,Software Engineer,Consulting,31,Remote,20,10,4,High,Depression,Yes,Increase,5,Satisfied,3,None,Average,South America
EMP2182,35,Male,Data Scientist,Retail,18,Remote,42,9,4,Low,Depression,No,No Change,4,Satisfied,4,Daily,Average,Europe
EMP2183,40,Prefer not to say,Sales,Education,16,Remote,60,11,5,Low,None,Yes,Decrease,5,Satisfied,1,Weekly,Poor,Oceania
EMP2184,42,Male,Designer,Finance,26,Hybrid,44,3,3,Low,Depression,Yes,Decrease,5,Satisfied,1,None,Average,Oceania
EMP2185,29,Female,Designer,Finance,30,Hybrid,28,0,1,Low,Depression,Yes,Decrease,5,Neutral,5,Weekly,Good,Asia
EMP2186,48,Prefer not to say,Software Engineer,Education,20,Hybrid,48,11,2,Medium,Depression,No,Increase,2,Unsatisfied,3,Weekly,Average,North America
EMP2187,26,Non-binary,Project Manager,Manufacturing,2,Hybrid,52,7,4,Low,Burnout,No,Decrease,5,Satisfied,1,Weekly,Poor,Africa
EMP2188,42,Prefer not to say,Project Manager,Retail,33,Remote,45,7,5,Medium,Anxiety,No,Decrease,4,Satisfied,4,Weekly,Poor,Africa
EMP2189,54,Female,Marketing,Education,28,Remote,42,14,3,High,Burnout,Yes,No Change,2,Unsatisfied,5,None,Average,North America
EMP2190,50,Female,HR,Consulting,20,Onsite,46,1,3,High,Burnout,No,Decrease,1,Unsatisfied,5,Daily,Poor,South America
EMP2191,59,Male,Sales,Manufacturing,35,Hybrid,60,9,3,Medium,Depression,No,Decrease,4,Satisfied,1,None,Poor,South America
EMP2192,43,Female,Marketing,Retail,29,Hybrid,41,12,5,Low,Burnout,No,Decrease,5,Satisfied,3,Weekly,Good,North America
EMP2193,29,Male,Marketing,Consulting,7,Remote,50,9,2,Low,Anxiety,No,Decrease,3,Unsatisfied,4,Weekly,Poor,Oceania
EMP2194,41,Prefer not to say,Project Manager,Retail,7,Onsite,60,2,1,Low,Anxiety,No,Increase,1,Unsatisfied,4,None,Good,Asia
EMP2195,22,Male,Designer,Finance,12,Hybrid,45,7,2,High,Burnout,No,No Change,1,Unsatisfied,3,Daily,Good,Asia
EMP2196,31,Male,Software Engineer,Consulting,24,Onsite,46,11,3,Medium,Anxiety,Yes,No Change,5,Satisfied,4,None,Poor,Oceania
EMP2197,43,Prefer not to say,Project Manager,Finance,19,Hybrid,43,6,2,Medium,Anxiety,No,No Change,5,Satisfied,2,Weekly,Poor,Europe
EMP2198,56,Prefer not to say,Marketing,IT,2,Onsite,57,1,3,Medium,Anxiety,No,Increase,1,Unsatisfied,3,Weekly,Poor,Africa
EMP2199,45,Non-binary,Project Manager,Consulting,16,Remote,28,7,5,Medium,None,Yes,Decrease,4,Satisfied,3,Weekly,Good,North America
EMP2200,30,Non-binary,HR,Healthcare,29,Onsite,26,6,3,Medium,Burnout,Yes,Increase,4,Satisfied,3,Weekly,Poor,South America
EMP2201,48,Male,Software Engineer,Retail,13,Onsite,22,8,2,Medium,Anxiety,Yes,No Change,5,Neutral,5,Weekly,Average,Africa
EMP2202,22,Male,Sales,Retail,9,Hybrid,24,10,1,Low,Burnout,Yes,Increase,4,Unsatisfied,4,None,Good,North America
EMP2203,57,Female,Software Engineer,Education,12,Hybrid,46,1,5,Low,Burnout,Yes,Decrease,2,Unsatisfied,1,Weekly,Poor,Asia
EMP2204,59,Male,HR,Finance,16,Hybrid,43,14,5,Medium,None,No,Increase,1,Unsatisfied,1,None,Poor,Europe
EMP2205,52,Male,Software Engineer,Education,17,Remote,45,3,5,Medium,None,No,Decrease,1,Unsatisfied,3,None,Average,South America
EMP2206,28,Non-binary,Designer,Finance,5,Remote,50,5,3,Low,Anxiety,Yes,Decrease,2,Unsatisfied,2,Weekly,Poor,Europe
EMP2207,27,Female,Data Scientist,Consulting,27,Onsite,48,3,3,Low,Burnout,No,Decrease,1,Unsatisfied,3,Weekly,Good,Asia
EMP2208,26,Non-binary,Designer,Education,29,Hybrid,41,4,3,Medium,Burnout,Yes,Decrease,4,Satisfied,3,Daily,Good,South America
EMP2209,33,Male,Designer,IT,7,Remote,47,9,4,Low,None,No,Increase,1,Unsatisfied,1,None,Average,Oceania
EMP2210,22,Prefer not to say,HR,Manufacturing,11,Remote,47,0,2,High,Anxiety,Yes,No Change,3,Unsatisfied,3,Weekly,Poor,Africa
EMP2211,31,Male,Designer,Retail,35,Remote,49,13,1,Medium,Depression,Yes,Increase,2,Unsatisfied,1,Daily,Average,Europe
EMP2212,48,Female,Data Scientist,Finance,14,Onsite,45,7,5,Medium,Depression,Yes,No Change,4,Satisfied,3,None,Good,Asia
EMP2213,28,Prefer not to say,HR,Manufacturing,30,Remote,42,12,2,Low,Depression,Yes,No Change,4,Satisfied,3,None,Poor,South America
EMP2214,38,Female,HR,Manufacturing,21,Onsite,41,8,1,Low,Burnout,No,Increase,5,Satisfied,5,Daily,Good,Europe
EMP2215,56,Prefer not to say,Project Manager,Healthcare,25,Hybrid,41,9,2,Medium,None,No,Decrease,5,Satisfied,1,None,Average,North America
EMP2216,42,Non-binary,Sales,Finance,15,Remote,55,10,3,High,Anxiety,No,Increase,4,Satisfied,2,Weekly,Average,Europe
EMP2217,38,Male,Marketing,Finance,11,Remote,49,7,1,Low,Depression,Yes,Increase,2,Unsatisfied,5,None,Poor,Oceania
EMP2218,57,Non-binary,Project Manager,Finance,28,Hybrid,43,2,3,Medium,Anxiety,Yes,Increase,1,Unsatisfied,2,None,Good,Oceania
EMP2219,52,Male,Data Scientist,Retail,34,Onsite,28,8,2,High,Anxiety,No,No Change,5,Satisfied,5,None,Average,Africa
EMP2220,30,Prefer not to say,HR,Consulting,25,Onsite,58,11,3,High,Depression,No,Increase,1,Unsatisfied,5,Weekly,Good,Africa
EMP2221,43,Non-binary,Sales,IT,23,Onsite,55,15,3,Medium,Burnout,Yes,Decrease,1,Unsatisfied,3,None,Poor,Africa
EMP2222,25,Female,Project Manager,Education,34,Onsite,43,10,4,Low,Anxiety,No,No Change,2,Unsatisfied,3,Daily,Good,North America
EMP2223,37,Prefer not to say,Sales,Consulting,19,Remote,44,6,5,High,None,Yes,Decrease,4,Satisfied,4,Daily,Good,South America
EMP2224,25,Prefer not to say,Sales,Finance,25,Remote,45,1,1,High,None,No,No Change,3,Unsatisfied,2,Daily,Good,North America
EMP2225,46,Male,HR,Manufacturing,31,Remote,24,4,4,Low,Anxiety,Yes,No Change,4,Satisfied,3,Weekly,Poor,Asia
EMP2226,59,Prefer not to say,Designer,Retail,29,Onsite,42,12,2,Medium,Depression,No,Decrease,1,Unsatisfied,5,Weekly,Good,North America
EMP2227,42,Non-binary,Sales,Education,25,Onsite,30,15,3,Medium,Burnout,No,No Change,4,Unsatisfied,2,Weekly,Good,South America
EMP2228,51,Male,HR,Consulting,5,Hybrid,42,11,4,High,None,No,No Change,5,Satisfied,4,Weekly,Good,South America
EMP2229,43,Non-binary,Designer,Healthcare,24,Hybrid,30,3,3,Medium,Depression,No,Increase,5,Satisfied,1,None,Poor,Africa
EMP2230,26,Prefer not to say,Data Scientist,Finance,10,Onsite,42,3,1,Medium,Depression,Yes,Increase,3,Unsatisfied,4,Weekly,Good,Oceania
EMP2231,48,Male,Marketing,IT,31,Hybrid,44,5,4,Medium,Anxiety,Yes,No Change,1,Unsatisfied,1,Weekly,Good,Asia
EMP2232,44,Non-binary,Sales,Consulting,8,Hybrid,57,8,5,Medium,Depression,No,No Change,1,Unsatisfied,4,None,Good,Asia
EMP2233,47,Prefer not to say,Data Scientist,Retail,4,Remote,48,10,3,Low,Anxiety,Yes,Decrease,1,Unsatisfied,5,Daily,Good,South America
EMP2234,36,Female,Marketing,Healthcare,21,Hybrid,44,3,5,Medium,Depression,No,No Change,2,Unsatisfied,2,Daily,Average,Oceania
EMP2235,46,Female,HR,Manufacturing,20,Onsite,44,2,1,Medium,None,Yes,Increase,3,Unsatisfied,3,Weekly,Average,Asia
EMP2236,51,Female,Designer,Manufacturing,13,Remote,46,11,5,High,Depression,No,No Change,1,Unsatisfied,2,Daily,Poor,Europe
EMP2237,33,Non-binary,Marketing,Finance,25,Hybrid,42,9,2,Low,Anxiety,Yes,No Change,5,Satisfied,4,None,Good,Oceania
EMP2238,49,Non-binary,Marketing,Consulting,14,Hybrid,43,7,3,High,Anxiety,No,No Change,5,Satisfied,5,None,Poor,South America
EMP2239,26,Male,Marketing,Healthcare,27,Remote,23,5,3,High,Burnout,No,Increase,4,Satisfied,4,Weekly,Poor,South America
EMP2240,43,Prefer not to say,Project Manager,Finance,5,Hybrid,22,10,3,High,Burnout,Yes,Increase,5,Satisfied,3,Daily,Poor,Africa
EMP2241,26,Male,Sales,Consulting,17,Remote,52,8,2,Medium,Burnout,No,No Change,1,Unsatisfied,4,Weekly,Good,Oceania
EMP2242,55,Non-binary,Project Manager,IT,34,Hybrid,45,7,5,Medium,Depression,No,Increase,3,Unsatisfied,3,Weekly,Average,Europe
EMP2243,23,Male,Project Manager,Education,30,Hybrid,42,12,1,Medium,Anxiety,No,Increase,1,Unsatisfied,2,Daily,Good,Africa
EMP2244,49,Prefer not to say,Project Manager,Consulting,13,Onsite,30,15,2,Medium,Anxiety,Yes,Increase,5,Neutral,2,None,Average,Africa
EMP2245,36,Non-binary,HR,Manufacturing,23,Remote,42,13,5,Medium,None,No,Decrease,4,Satisfied,4,Daily,Poor,Africa
EMP2246,40,Prefer not to say,Software Engineer,Education,8,Remote,23,0,1,Low,Depression,No,Decrease,5,Satisfied,1,Weekly,Average,South America
EMP2247,59,Prefer not to say,Sales,IT,3,Onsite,59,9,2,High,Anxiety,Yes,Decrease,1,Unsatisfied,3,Daily,Poor,Africa
EMP2248,50,Male,Project Manager,Consulting,26,Onsite,22,13,1,High,Anxiety,No,Decrease,5,Neutral,5,None,Good,Asia
EMP2249,25,Non-binary,Sales,Consulting,12,Hybrid,47,2,3,Low,Anxiety,Yes,Increase,2,Unsatisfied,1,Weekly,Poor,Europe
EMP2250,27,Non-binary,Marketing,IT,1,Onsite,22,11,4,High,Depression,Yes,Increase,3,Unsatisfied,2,None,Poor,South America
EMP2251,36,Female,Designer,IT,8,Remote,45,14,1,Medium,None,Yes,Decrease,1,Unsatisfied,4,Weekly,Good,Europe
